Elevation,Land_cover_forests,Land_cover_shrublands,Land_cover_savannas,Land_cover_grasslands,Land_cover_croplands,Land_cover_urban_areas,Temperature_interpolated_rasters,Precipitation_interpolated_rasters
NA,NA,NA,NA,NA,NA,NA,1.10438275337219,516.572937011719
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.10438275337219,516.572937011719
54.8199996948242,8,0,0,20,0,71,0.343299299478531,533.911071777344
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
4.25,0,0,14,0,86,0,28.4103469848633,2977.69677734375
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
12.7399997711182,8,0,0,8,0,40,NA,NA
12.7399997711182,8,0,0,8,0,40,NA,NA
23.0200004577637,9,0,0,5,0,61,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
26.8500003814697,53,0,0,0,7,31,24.4165649414062,1050.71105957031
NA,NA,NA,NA,NA,NA,NA,1.07532179355621,517.564636230469
6.21000003814697,0,0,0,19,0,47,1.10892140865326,505.800659179688
NA,NA,NA,NA,NA,NA,NA,24.6625003814697,1760.32495117188
24.6299991607666,1,0,0,9,4,57,7.27194213867188,994.261596679688
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
20.0499992370605,5,0,3,13,0,57,1.13156509399414,511.680206298828
453.730010986328,45,0,0,0,55,0,19.180082321167,645.937377929688
87.9499969482422,22,0,0,0,23,55,-1.79559087753296,1023.8408203125
44.7999992370605,13,0,0,43,0,43,0.294800251722336,534.961486816406
43.5400009155273,32,0,0,2,0,52,-1.85764849185944,1024.91870117188
NA,NA,NA,NA,NA,NA,NA,NA,NA
96,77,0,0,0,6,17,0.535703241825104,1135.92797851562
16.6900005340576,4,0,0,2,2,55,NA,NA
43.6699981689453,0,0,0,0,0,100,13.9132213592529,219.81721496582
31.9200000762939,0,0,0,0,2,98,19.3887882232666,643.968444824219
54.8199996948242,8,0,0,20,0,71,0.343299299478531,533.911071777344
54.8199996948242,8,0,0,20,0,71,0.343299299478531,533.911071777344
44.7999992370605,13,0,0,43,0,43,10.6792440414429,517.793151855469
49.4700012207031,14,0,0,3,0,83,0.181493893265724,522.971008300781
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
63.8800010681152,18,0,0,0,0,82,20.8641757965088,1777.58764648438
87.9499969482422,22,0,0,0,23,55,2.60630321502686,743.269714355469
24.75,15,0,0,2,2,39,22.8259735107422,1087.86389160156
292.690002441406,0,0,0,0,100,0,-4.23857927322388,993.179321289062
141.119995117188,74,0,0,0,26,0,-1.20889830589294,915.949768066406
285.880004882812,1,0,0,0,99,0,4.86823081970215,530.185241699219
307.760009765625,0,0,0,0,100,0,1.08147096633911,738.490478515625
307.760009765625,0,0,0,0,100,0,1.08430814743042,737.493041992188
392.209991455078,0,0,0,0,100,0,12.994607925415,635.705932617188
317.420013427734,0,0,0,0,100,0,13.426233291626,598.1904296875
334.25,0,0,0,0,100,0,9.71651840209961,1295.04602050781
299.470001220703,0,0,0,0,100,0,4.77864503860474,529.46044921875
6.48000001907349,0,0,25,1,14,58,18.4557952880859,431.954986572266
85.0100021362305,3,0,95,0,2,0,22.46702003479,649.532348632812
184.960006713867,0,0,0,0,100,0,-3.15784239768982,797.705444335938
